challenge_idx,tc,tt,bc,bt,sample_idx,response
4,1,1,0,0,97,18446704490189922239
4,1,1,0,0,98,18446704490189922239
4,1,1,0,0,99,18446704490189922239
5,1,1,0,2,0,18446475788650552232
5,1,1,0,2,1,18446475788784769960
5,1,1,0,2,2,18446475788784769960
5,1,1,0,2,3,18446475788784769960
5,1,1,0,2,4,18446475788784769960
5,1,1,0,2,5,18446475788784769960
5,1,1,0,2,6,18446475788784769960
5,1,1,0,2,7,18446475788650552232
5,1,1,0,2,8,18446475788784769960
5,1,1,0,2,9,18446475788784769960
5,1,1,0,2,10,18446475788784769960
5,1,1,0,2,11,18446475788784769960
5,1,1,0,2,12,18446475788784769960
5,1,1,0,2,13,18446475788784769960
5,1,1,0,2,14,18446475788784769960
5,1,1,0,2,15,18446475788784769960
5,1,1,0,2,16,18446475788784769960
5,1,1,0,2,17,18446475788784769960
5,1,1,0,2,18,18446475788784769960
5,1,1,0,2,19,18446475788784769960
5,1,1,0,2,20,18446475788784769960
5,1,1,0,2,21,18446475788784769960
5,1,1,0,2,22,18446475788784769960
5,1,1,0,2,23,18446475788784769960
5,1,1,0,2,24,18446475788784769960
5,1,1,0,2,25,18446475788784769960
5,1,1,0,2,26,18446475788784769960
5,1,1,0,2,27,18446475788784769960
5,1,1,0,2,28,18446475788784769960
5,1,1,0,2,29,18446475788784769960
5,1,1,0,2,30,18446475788784769960
5,1,1,0,2,31,18446475788784769960
5,1,1,0,2,32,18446475788784769960
5,1,1,0,2,33,18446475788784769960
5,1,1,0,2,34,18446475788784769960
5,1,1,0,2,35,18446475788784769960
5,1,1,0,2,36,18446475788650552232
5,1,1,0,2,37,18446475788784769960
5,1,1,0,2,38,18446475788784769960
5,1,1,0,2,39,18446475788784769960
5,1,1,0,2,40,18446475788784769960
5,1,1,0,2,41,18446475788784769960
5,1,1,0,2,42,18446475788784769960
5,1,1,0,2,43,18446475788784769960
5,1,1,0,2,44,18446475788784769960
5,1,1,0,2,45,18446475788784769960
5,1,1,0,2,46,18446475788784769960
5,1,1,0,2,47,18446475788784769960
5,1,1,0,2,48,18446475788784769960
5,1,1,0,2,49,18446475788784769960
5,1,1,0,2,50,18446475788784769960
5,1,1,0,2,51,18446475788784769960
5,1,1,0,2,52,18446475788784769960
5,1,1,0,2,53,18446475788784769960
5,1,1,0,2,54,18446475788784769960
5,1,1,0,2,55,18446475788784769960
5,1,1,0,2,56,18446475788784769960
5,1,1,0,2,57,18446475788784769960
5,1,1,0,2,58,18446475788784769960
5,1,1,0,2,59,18446475788784769960
5,1,1,0,2,60,18446475788784769960
5,1,1,0,2,61,18446475788784769960
5,1,1,0,2,62,18446475788784769960
5,1,1,0,2,63,18446475788784769960
5,1,1,0,2,64,18446475788784769960
5,1,1,0,2,65,18446475788784769960
5,1,1,0,2,66,18446475788784769960
5,1,1,0,2,67,18446475788650552232
5,1,1,0,2,68,18446475788784769960
5,1,1,0,2,69,18446475788784769960
5,1,1,0,2,70,18446475788784769960
5,1,1,0,2,71,18446475788784769960
5,1,1,0,2,72,18446475788784769960
5,1,1,0,2,73,18446475788784769960
5,1,1,0,2,74,18446475788784769960
5,1,1,0,2,75,18446475788784769960
5,1,1,0,2,76,18446475788784769960
5,1,1,0,2,77,18446475788784769960
5,1,1,0,2,78,18446475788784769960
5,1,1,0,2,79,18446475788784769960
5,1,1,0,2,80,18446475788784769960
5,1,1,0,2,81,18446475788784769960
5,1,1,0,2,82,18446475788784769960
5,1,1,0,2,83,18446475788784769960
5,1,1,0,2,84,18446475788784769960
5,1,1,0,2,85,18446475788784769960
5,1,1,0,2,86,18446475788650552232
5,1,1,0,2,87,18446475788784769960
5,1,1,0,2,88,18446475788784769960
5,1,1,0,2,89,18446475788784769960
5,1,1,0,2,90,18446475788784769960
5,1,1,0,2,91,18446475788784769960
5,1,1,0,2,92,18446475788784769960
5,1,1,0,2,93,18446475788784769960
5,1,1,0,2,94,18446475788784769960
5,1,1,0,2,95,18446475788784769960
5,1,1,0,2,96,18446475788784769960
5,1,1,0,2,97,18446475788784769960
5,1,1,0,2,98,18446475788784769960
5,1,1,0,2,99,18446475788784769960
6,1,1,0,4,0,18446739674570399679
6,1,1,0,4,1,18446739674570399679
6,1,1,0,4,2,18446739674570399679
6,1,1,0,4,3,18446739674570399679
6,1,1,0,4,4,18446739674570399679
6,1,1,0,4,5,18446739674570399679
6,1,1,0,4,6,18446739674570399679
6,1,1,0,4,7,18446739674570399679
6,1,1,0,4,8,18446739674570399679
6,1,1,0,4,9,18446739674570399679
6,1,1,0,4,10,18446739674570399679
6,1,1,0,4,11,18446739674570399679
6,1,1,0,4,12,18446739674570399679
6,1,1,0,4,13,18446739674570399679
6,1,1,0,4,14,18446739674570399679
6,1,1,0,4,15,18446739674570399679
6,1,1,0,4,16,18446739674570399679
6,1,1,0,4,17,18446739674570399679
6,1,1,0,4,18,18446739674570399679
6,1,1,0,4,19,18446739674570399679
6,1,1,0,4,20,18446739674570399679
6,1,1,0,4,21,18446739674570399679
6,1,1,0,4,22,18446739674570399679
6,1,1,0,4,23,18446739674570399679
6,1,1,0,4,24,18446739674570399679
6,1,1,0,4,25,18446739674570399679
6,1,1,0,4,26,18446739674570399679
6,1,1,0,4,27,18446739674570399679
6,1,1,0,4,28,18446739674570399679
6,1,1,0,4,29,18446739674570399679
6,1,1,0,4,30,18446739674570399679
6,1,1,0,4,31,18446739674570399679
6,1,1,0,4,32,18446739674570399679
6,1,1,0,4,33,18446739674570399679
6,1,1,0,4,34,18446739674570399679
6,1,1,0,4,35,18446739674570399679
6,1,1,0,4,36,18446739674570399679
6,1,1,0,4,37,18446739674570399679
6,1,1,0,4,38,18446739674570399679
6,1,1,0,4,39,18446739674570399679
6,1,1,0,4,40,18446739674570399679
6,1,1,0,4,41,18446739674570399679
6,1,1,0,4,42,18446739674570399679
6,1,1,0,4,43,18446739674570399679
6,1,1,0,4,44,18446739674570399679
6,1,1,0,4,45,18446739674570399679
6,1,1,0,4,46,18446739674570399679
6,1,1,0,4,47,18446739674570399679
6,1,1,0,4,48,18446739674570399679
6,1,1,0,4,49,18446739674570399679
6,1,1,0,4,50,18446739674570399679
6,1,1,0,4,51,18446739674570399679
6,1,1,0,4,52,18446739674570399679
6,1,1,0,4,53,18446739674562011071
6,1,1,0,4,54,18446739674570399679
6,1,1,0,4,55,18446739674570399679
6,1,1,0,4,56,18446739674570399679
6,1,1,0,4,57,18446739674570399679
6,1,1,0,4,58,18446739674570399679
6,1,1,0,4,59,18446739674570399679
6,1,1,0,4,60,18446739674570399679
6,1,1,0,4,61,18446739674570399679
6,1,1,0,4,62,18446739674570399679
6,1,1,0,4,63,18446739674570399679
6,1,1,0,4,64,18446739674570399679
6,1,1,0,4,65,18446739674570399679
6,1,1,0,4,66,18446739674570399679
6,1,1,0,4,67,18446739674570399679
6,1,1,0,4,68,18446739674570399679
6,1,1,0,4,69,18446739674570399679
6,1,1,0,4,70,18446739674570399679
6,1,1,0,4,71,18446739674570399679
6,1,1,0,4,72,18446739674570399679
6,1,1,0,4,73,18446739674570399679
6,1,1,0,4,74,18446739674570399679
6,1,1,0,4,75,18446739674570399679
6,1,1,0,4,76,18446739674570399679
6,1,1,0,4,77,18446739674570399679
6,1,1,0,4,78,18446739674570399679
6,1,1,0,4,79,18446739674570399679
6,1,1,0,4,80,18446739674570399679
6,1,1,0,4,81,18446739674570399679
6,1,1,0,4,82,18446739674570399679
6,1,1,0,4,83,18446739674570399679
6,1,1,0,4,84,18446739674570399679
6,1,1,0,4,85,18446739674570399679
6,1,1,0,4,86,18446739674570399679
6,1,1,0,4,87,18446739674570399679
6,1,1,0,4,88,18446739674570399679
6,1,1,0,4,89,18446739674570399679
6,1,1,0,4,90,18446739674570399679
6,1,1,0,4,91,18446739674570399679
6,1,1,0,4,92,18446739674570399679
6,1,1,0,4,93,18446739674570399679
6,1,1,0,4,94,18446739674570399679
6,1,1,0,4,95,18446739674570399679
6,1,1,0,4,96,18446739674570399679
6,1,1,0,4,97,18446739674570399679
6,1,1,0,4,98,18446739674570399679
6,1,1,0,4,99,18446739674570399679
7,1,1,0,6,0,18446704488008753087
7,1,1,0,6,1,18446704488008753087
7,1,1,0,6,2,18446704488008753087
7,1,1,0,6,3,18446704488008753087
7,1,1,0,6,4,18446704488008753087
7,1,1,0,6,5,18446704488008753087
7,1,1,0,6,6,18446704488008753087
